Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,102.169998,102.290001,101.400002,102.129997,99.307152,6277400
2020-01-03,100.949997,101.820000,100.449997,101.239998,98.441742,8247500
2020-01-06,100.779999,101.900002,100.750000,101.870003,99.054329,6441800
2020-01-07,101.589996,101.760002,101.099998,101.669998,98.859863,6335300
2020-01-08,101.720001,102.790001,101.680000,102.330002,99.501617,7494700
2020-01-09,102.639999,103.050003,102.419998,102.769997,99.929451,6660600
2020-01-10,103.160004,103.330002,102.620003,102.800003,99.958626,9300300
2020-01-13,102.970001,102.989998,102.089996,102.440002,99.608582,7621700
2020-01-14,102.129997,103.080002,101.949997,103.059998,100.211433,7294900
2020-01-15,103.180000,104.220001,103.099998,103.949997,101.076836,7521800
2020-01-16,104.379997,104.559998,103.970001,104.489998,101.601913,5479900
2020-01-17,104.230003,104.650002,104.230003,104.489998,101.601913,6533400
2020-01-21,104.250000,104.839996,104.209999,104.599998,101.708870,6644800
2020-01-22,104.830002,105.080002,104.589996,104.730003,101.835289,9431500
2020-01-23,104.550003,104.699997,103.480003,104.199997,101.319923,8522600
2020-01-24,104.320000,104.370003,102.199997,102.459999,99.628021,15962700
2020-01-27,101.220001,102.070000,101.080002,101.680000,98.869583,11762300
2020-01-28,101.980003,102.580002,101.699997,102.180000,99.355759,8079900
2020-01-29,102.279999,102.639999,101.879997,101.900002,99.083496,6435700
2020-01-30,101.150002,101.220001,100.290001,101.160004,98.363953,10989400
2020-01-31,100.760002,100.839996,98.809998,99.139999,96.399780,14476700
2020-02-03,99.830002,100.760002,99.830002,100.040001,97.274918,11850600
2020-02-04,101.290001,102.209999,101.269997,101.800003,98.986267,9575100
2020-02-05,102.279999,104.120003,102.269997,103.760002,100.892097,14131000
2020-02-06,104.239998,104.239998,103.400002,103.849998,100.979607,6166500
2020-02-07,103.860001,103.949997,102.879997,103.040001,100.191994,6057200
2020-02-10,102.660004,103.589996,102.580002,103.589996,100.726784,4010100
2020-02-11,103.949997,104.300003,103.739998,104.209999,101.329651,10277100
2020-02-12,104.599998,104.839996,103.919998,104.339996,101.456055,4705700
2020-02-13,103.959999,104.279999,103.639999,103.849998,100.979607,4778500
2020-02-14,103.959999,104.000000,103.419998,103.930000,101.057404,5114200
2020-02-18,103.930000,104.059998,103.220001,103.559998,100.697609,8409300
2020-02-19,103.830002,104.190002,103.730003,104.040001,101.164360,6427900
2020-02-20,103.800003,103.900002,102.430000,103.370003,100.512871,8080900
2020-02-21,102.970001,103.529999,102.610001,103.430000,100.571220,6510800
2020-02-24,100.930000,101.610001,99.690002,100.169998,97.401314,16284500
2020-02-25,100.529999,100.750000,96.790001,97.129997,94.445343,20301600
2020-02-26,97.669998,98.820000,96.910004,97.120003,94.435623,13721600
2020-02-27,96.070000,97.339996,93.800003,93.820000,91.226830,22047900
2020-02-28,91.349998,92.660004,89.980003,92.610001,90.050278,27750600
2020-03-02,92.639999,97.099998,92.320000,96.949997,94.270309,22359400
2020-03-03,97.190002,98.889999,93.269997,94.540001,91.926933,33385500
2020-03-04,97.379997,100.150002,97.180000,99.989998,97.226295,26418700
2020-03-05,97.849998,99.190002,96.559998,97.669998,94.970413,17873000
2020-03-06,94.989998,97.500000,94.599998,97.150002,94.464790,17917700
2020-03-09,91.389999,94.279999,90.010002,92.099998,89.554367,21968500
2020-03-10,94.760002,95.419998,90.940002,95.260002,92.627029,26473200
2020-03-11,93.010002,93.669998,90.449997,91.620003,89.087646,23217900
2020-03-12,86.010002,89.730003,82.900002,84.779999,82.436699,20652200
2020-03-13,88.720001,90.900002,84.160004,90.660004,88.154182,29162800
2020-03-16,82.519997,87.050003,80.669998,81.720001,79.461273,21474800
2020-03-17,83.410004,87.550003,82.349998,86.849998,84.449493,27899700
2020-03-18,82.400002,85.300003,79.919998,83.970001,81.649086,28931000
2020-03-19,83.029999,84.260002,81.330002,82.250000,79.976631,27121100
2020-03-20,82.959999,83.809998,78.639999,79.089996,76.903969,22004900
2020-03-23,78.199997,78.309998,73.540001,74.620003,72.909660,33633000
2020-03-24,78.150002,80.529999,77.570000,80.370003,78.527870,16775800
2020-03-25,79.839996,84.089996,78.870003,81.440002,79.573341,16851800
2020-03-26,82.169998,87.309998,82.010002,86.849998,84.859352,18822500
2020-03-27,84.339996,87.230003,84.279999,84.989998,83.041985,13043200
2020-03-30,86.519997,89.139999,86.510002,88.970001,86.930763,13766700
2020-03-31,89.050003,89.529999,87.639999,88.580002,86.549690,13584900
2020-04-01,85.620003,86.389999,84.389999,85.209999,83.256943,15255200
2020-04-02,84.779999,87.769997,83.930000,87.570000,85.562851,13588000
2020-04-03,87.290001,88.120003,85.800003,86.779999,84.790955,12934200
2020-04-06,89.540001,91.849998,89.139999,91.330002,89.236664,13472900
2020-04-07,93.650002,93.820000,90.489998,90.580002,88.503860,16699200
